Number,compound,Element1,Element2,Class,Pauling EN,Martynov-Batsanov EN,Gordy EN,Mulliken EN,Allred-Rochow EN,Pauling Mean EN,Martynov-Batsanov Mean EN,Gordy Mean EN,Mulliken Mean EN,Allred-Rochow Mean EN,Pauling Ionic Character,Martynov Ionic Character,Gordy Ionic Character,Mulliken Ionic Character,Allred-Rochow Ionic Character,Sum of Valence e-,Mean # e-,Atomic number sum,Atomic number difference,Mean atomic number,Atomic weight difference,Mean atomic weight,Atomic weight sum,Atomic radius sum,Mean atomic radius,Atomic radius ratio,2xatomic radius difference,Covalent radius sum,Mean covalent radius,Covalent radius ratio,2xcovalent radius difference,Zunger radius sum,Mean Zunger radius sum,Zungerradius sum ratio,2xZunger radius sum difference,Zunger radius sum difference,Ionic radius sum,Mean ionic radius,Ionic radius ratio,2xionic radius difference,Crystal radius sum,Mean crystal radius,Crystal radius ratio,2xcrystal radius difference,Period number sum,Mean period number,Period number difference,Group number sum,Mean group number,Group Number difference,Family number sum,Mean family number,Family number difference,Quantum number sum,Mean quantum number ,Quantum number difference
1708,GeZr,Ge, Zr,6,0.68,0.29,1.1885,0.96,0.674,1.67,1.845,4.04635,4.12,1.657,0.109168515,0.020805516,0.297516287,0.205784147,0.107357398,8,4,72,8,36,18.614,81.917,163.834,2.8,1.4,0.806451613,0.6,2.67,1.335,0.84137931,0.46,4.385,2.1925,0.552212389,2.53,1.265,2.8,1.4,0.806451613,0.6,1.39,0.695,0.61627907,0.66,9,4.5,1,18,9,10,10,5,2,3,1.5,1
1723,GeBa,Ge, Ba,5,1.12,0.91,0.1707,2.2,1.113,1.45,1.535,4.55525,3.5,1.4375,0.269188706,0.187000675,0.007258154,0.701802721,0.266327291,6,3,88,24,44,64.717,104.9685,209.937,3.4,1.7,0.581395349,1.8,3.2,1.6,0.616161616,1.52,4.962,2.481,0.458553792,3.684,1.842,3.4,1.7,0.581395349,1.8,2.02,1.01,0.355704698,1.92,10,5,2,16,8,12,8,4,4,1,0.5,1
1724,GeLa,Ge, La,6,0.91,0.64,0.1238,1.5,0.904,1.555,1.67,4.5787,3.85,1.542,0.187000675,0.097331588,0.003824279,0.430217175,0.184785492,7,3.5,89,25,44.5,66.2955,105.75775,211.5155,3.2,1.6,0.641025641,1.4,2.91,1.455,0.721893491,0.94,4.64,2.32,0.506493506,3.04,1.52,3.2,1.6,0.641025641,1.4,1.89,0.945,0.389705882,1.66,10,5,2,17,8.5,11,9,4.5,3,3,1.5,1
1725,GeCe,Ge, Ce,6,0.89,0.89,0.0672,1.5,0.904,1.565,1.545,4.607,3.85,1.542,0.179650656,0.179650656,0.001128323,0.430217175,0.184785492,7,3.5,90,26,45,67.505,106.3625,212.725,3.1,1.55,0.675675676,1.2,2.87,1.435,0.739393939,0.86,6.06,3.03,0.346666667,5.88,2.94,3.1,1.55,0.675675676,1.2,1.68,0.84,0.460869565,1.24,10,5,2,17,8.5,11,9,4.5,3,4,2,2
1726,GePr,Ge, Pr,5,0.88,0.89,0.0011,1.5,0.904,1.57,1.545,4.64005,3.85,1.542,0.176012567,0.179650656,3.02E-07,0.430217175,0.184785492,7,3.5,91,27,45.5,68.29765,106.758825,213.51765,3.1,1.55,0.675675676,1.2,2.87,1.435,0.739393939,0.86,6.04,3.02,0.348214286,5.84,2.92,3.1,1.55,0.675675676,1.2,1.85,0.925,0.401515152,1.58,10,5,2,17,8.5,11,9,4.5,3,4,2,2
1727,GeNd,Ge, Nd,5,0.87,0.79,0.0746,1.5,0.904,1.575,1.595,4.6779,3.85,1.542,0.172399724,0.144462198,0.001390323,0.430217175,0.184785492,7,3.5,92,28,46,71.63,108.425,216.85,3.1,1.55,0.675675676,1.2,3.06,1.53,0.663043478,1.24,5.55,2.775,0.390977444,4.86,2.43,3.1,1.55,0.675675676,1.2,1.83,0.915,0.407692308,1.54,10,5,2,17,8.5,11,9,4.5,3,4,2,2
1728,GePm,Ge, Pm,5,0.86,0.84,0.16,1.5,0.904,1.58,1.57,4.7206,3.85,1.542,0.168812602,0.161717397,0.006379564,0.430217175,0.184785492,7,3.5,93,29,46.5,72.3027,108.76135,217.5227,3.1,1.55,0.675675676,1.2,2.85,1.425,0.748466258,0.82,5.55,2.775,0.390977444,4.86,2.43,3.1,1.55,0.675675676,1.2,1.81,0.905,0.4140625,1.5,10,5,2,17,8.5,11,9,4.5,3,4,2,2
1729,GeSm,Ge, Sm,5,0.84,0.79,0.2549,1.5,0.904,1.59,1.595,4.76805,3.85,1.542,0.161717397,0.144462198,0.016112288,0.430217175,0.184785492,7,3.5,94,30,47,77.75,111.485,222.97,3.1,1.55,0.675675676,1.2,2.84,1.42,0.75308642,0.8,5.7,2.85,0.376811594,5.16,2.58,3.1,1.55,0.675675676,1.2,1.63,0.815,0.481818182,1.14,10,5,2,17,8.5,11,9,4.5,3,4,2,2
1730,GeEu,Ge, Eu,5,2.01,0.84,0.3595,1.5,0.904,1.005,1.57,4.82035,3.85,1.542,0.635790126,0.161717397,0.031793669,0.430217175,0.184785492,7,3.5,95,31,47.5,79.355,112.2875,224.575,3.1,1.55,0.675675676,1.2,3.07,1.535,0.659459459,1.26,5.5,2.75,0.395939086,4.76,2.38,3.1,1.55,0.675675676,1.2,1.84,0.92,0.404580153,1.56,10,5,2,17,8.5,11,9,4.5,3,4,2,2
1731,GeGd,Ge, Gd,5,0.81,0.89,0.4736,1.5,0.904,1.605,1.545,4.8774,3.85,1.542,0.151279196,0.179650656,0.054531058,0.430217175,0.184785492,7,3.5,96,32,48,84.64,114.93,229.86,3.05,1.525,0.694444444,1.1,2.83,1.415,0.757763975,0.78,5.47,2.735,0.398976982,4.7,2.35,3.05,1.525,0.694444444,1.1,1.61,0.805,0.490740741,1.1,10,5,2,17,8.5,11,9,4.5,3,4,2,2
1732,GeTb,Ge, Tb,5,0.81,0.79,0.5974,1.5,0.904,1.605,1.595,4.9393,3.85,1.542,0.151279196,0.144462198,0.085357216,0.430217175,0.184785492,7,3.5,97,33,48.5,86.31534,115.76767,231.53534,3,1.5,0.714285714,1,2.81,1.405,0.767295597,0.74,5.45,2.725,0.401028278,4.66,2.33,3,1.5,0.714285714,1,1.71,0.855,0.449152542,1.3,10,5,2,17,8.5,11,9,4.5,3,4,2,2
1733,GeDy,Ge, Dy,5,0.79,0.84,0.7308,1.5,0.904,1.615,1.57,5.006,3.85,1.542,0.144462198,0.161717397,0.124987546,0.430217175,0.184785492,7,3.5,98,34,49,89.89,117.555,235.11,3,1.5,0.714285714,1,2.81,1.405,0.767295597,0.74,5.23,2.615,0.42506812,4.22,2.11,3,1.5,0.714285714,1,1.58,0.79,0.504761905,1.04,10,5,2,17,8.5,11,9,4.5,3,4,2,2
1734,GeHo,Ge, Ho,5,0.78,0.79,0.8737,1.5,0.904,1.62,1.595,5.07745,3.85,1.542,0.141097614,0.144462198,0.173733503,0.430217175,0.184785492,7,3.5,99,35,49.5,92.32032,118.77016,237.54032,3,1.5,0.714285714,1,2.8,1.4,0.772151899,0.72,5.21,2.605,0.42739726,4.18,2.09,3,1.5,0.714285714,1,1.57,0.785,0.509615385,1.02,10,5,2,17,8.5,11,9,4.5,3,4,2,2
1735,GeEr,Ge, Er,5,0.77,0.79,1.0263,1.5,0.904,1.625,1.595,5.15375,3.85,1.542,0.13776291,0.144462198,0.231506307,0.430217175,0.184785492,7,3.5,100,36,50,94.65,119.935,239.87,3,1.5,0.714285714,1,2.79,1.395,0.777070064,0.7,5.19,2.595,0.429752066,4.14,2.07,3,1.5,0.714285714,1,1.56,0.78,0.514563107,1,10,5,2,17,8.5,11,9,4.5,3,4,2,2
1736,GeTm,Ge, Tm,5,0.76,0.79,1.1885,1.5,0.904,1.63,1.595,5.23485,3.85,1.542,0.134458538,0.144462198,0.297516287,0.430217175,0.184785492,7,3.5,101,37,50.5,96.32421,120.772105,241.54421,3,1.5,0.714285714,1,2.78,1.39,0.782051282,0.68,5.16,2.58,0.433333333,4.08,2.04,3,1.5,0.714285714,1,1.55,0.775,0.519607843,0.98,10,5,2,17,8.5,11,9,4.5,3,4,2,2
1755,AsY,As, Y,2,0.96,0.86,1.7677,2.11,1.091,1.7,1.84,4.28815,4.245,1.6655,0.205784147,0.168812602,0.542139544,0.671436448,0.257379588,8,4,72,6,36,13.98426,81.91372,163.82744,2.95,1.475,0.638888889,1.3,2.82,1.41,0.740740741,0.84,4.355,2.1775,0.481292517,3.05,1.525,3,1.5,0.621621622,1.4,1.76,0.88,0.692307692,0.64,9,4.5,1,18,9,12,9,4.5,3,3,1.5,1
1756,AsZr,As, Zr,2,0.85,0.57,1.7199,1.66,0.891,1.755,1.985,4.31205,4.47,1.7655,0.165251669,0.078013779,0.522654152,0.497871894,0.180015835,9,4.5,73,7,36.5,16.30241,83.072795,166.14559,2.7,1.35,0.741935484,0.8,2.65,1.325,0.827586207,0.5,4.24,2.12,0.500884956,2.82,1.41,2.7,1.35,0.741935484,0.8,1.58,0.79,0.837209302,0.28,9,4.5,1,19,9.5,11,10,5,2,3,1.5,1
1765,AsIn,As, In,3,0.4,0.64,0.9383,2.2,0.555,1.98,1.95,4.70285,4.2,1.9335,0.039210561,0.097331588,0.197562832,0.701802721,0.074115933,8,4,82,16,41,39.89641,94.869795,189.73959,2.7,1.35,0.741935484,0.8,2.64,1.32,0.833333333,0.48,3.465,1.7325,0.690243902,1.27,0.635,2.7,1.35,0.741935484,0.8,1.66,0.83,0.765957447,0.44,9,4.5,1,28,14,2,11,5.5,1,2,1,0
1766,AsSn,As, Sn,2,0.22,0.39,0.5794,1,0.387,2.07,2.075,4.8823,4.8,2.0175,0.012027089,0.037311127,0.080500786,0.221199217,0.036749956,9,4.5,83,17,41.5,43.78841,96.815795,193.63159,2.6,1.3,0.793103448,0.6,2.61,1.305,0.85106383,0.42,3.295,1.6475,0.752659574,0.93,0.465,2.6,1.3,0.793103448,0.6,1.41,0.705,0.958333333,0.06,9,4.5,1,29,14.5,1,11,5.5,1,2,1,0
1768,AsTe,As, Te,2,0.08,0.11,0.2698,0.19,0.053,2.14,2.325,5.3069,5.395,2.1845,0.001598721,0.003020429,0.018033426,0.008984397,0.000702003,11,5.5,85,19,42.5,52.67841,101.260795,202.52159,2.55,1.275,0.821428571,0.5,2.56,1.28,0.882352941,0.32,3.085,1.5425,0.847305389,0.51,0.255,2.55,1.275,0.821428571,0.5,1.83,0.915,0.648648649,0.78,9,4.5,1,31,15.5,1,12,6,0,2,1,0
1772,AsLa,As, La,2,1.08,0.92,0.6552,2.2,1.121,1.64,1.81,4.8444,4.2,1.6505,0.252932697,0.190711652,0.10176339,0.701802721,0.269598028,8,4,90,24,45,63.98391,106.913545,213.82709,3.1,1.55,0.58974359,1.6,2.89,1.445,0.710059172,0.98,4.495,2.2475,0.459415584,3.33,1.665,3.1,1.55,0.58974359,1.6,2.08,1.04,0.529411765,1.28,10,5,2,18,9,12,9,4.5,3,3,1.5,1
1773,AsCe,As, Ce,2,1.06,1.17,0.5986,2.2,1.121,1.65,1.685,4.8727,4.2,1.6505,0.244896158,0.289811606,0.085685331,0.701802721,0.269598028,8,4,91,25,45.5,65.19341,107.518295,215.03659,3,1.5,0.621621622,1.4,2.85,1.425,0.727272727,0.9,5.915,2.9575,0.314444444,6.17,3.085,3,1.5,0.621621622,1.4,1.87,0.935,0.626086957,0.86,10,5,2,18,9,12,9,4.5,3,4,2,2
1774,AsPr,As, Pr,2,1.05,1.17,0.5325,2.2,1.121,1.655,1.685,4.90575,4.2,1.6505,0.240902461,0.289811606,0.068434768,0.701802721,0.269598028,8,4,92,26,46,65.98606,107.91462,215.82924,3,1.5,0.621621622,1.4,2.85,1.425,0.727272727,0.9,5.895,2.9475,0.315848214,6.13,3.065,3,1.5,0.621621622,1.4,2.04,1.02,0.545454545,1.2,10,5,2,18,9,12,9,4.5,3,4,2,2
1775,AsNd,As, Nd,2,1.04,1.07,0.4568,2.2,1.121,1.66,1.735,4.9436,4.2,1.6505,0.236925796,0.248906399,0.05082924,0.701802721,0.269598028,8,4,93,27,46.5,69.31841,109.580795,219.16159,3,1.5,0.621621622,1.4,3.04,1.52,0.652173913,1.28,5.405,2.7025,0.354636591,5.15,2.575,3,1.5,0.621621622,1.4,2.02,1.01,0.553846154,1.16,10,5,2,18,9,12,9,4.5,3,4,2,2
1776,AsPm,As, Pm,2,1.03,1.12,0.3714,2.2,1.121,1.665,1.71,4.9863,4.2,1.6505,0.232966652,0.269188706,0.033896676,0.701802721,0.269598028,8,4,94,28,47,69.99111,109.917145,219.83429,3,1.5,0.621621622,1.4,2.83,1.415,0.736196319,0.86,5.405,2.7025,0.354636591,5.15,2.575,3,1.5,0.621621622,1.4,2,1,0.5625,1.12,10,5,2,18,9,12,9,4.5,3,4,2,2
1777,AsSm,As, Sm,2,1.01,1.07,0.2765,2.2,1.121,1.675,1.735,5.03375,4.2,1.6505,0.225102875,0.248906399,0.018931566,0.701802721,0.269598028,8,4,95,29,47.5,75.43841,112.640795,225.28159,3,1.5,0.621621622,1.4,2.82,1.41,0.740740741,0.84,5.555,2.7775,0.34178744,5.45,2.725,3,1.5,0.621621622,1.4,1.82,0.91,0.654545455,0.76,10,5,2,18,9,12,9,4.5,3,4,2,2
1778,AsEu,As, Eu,2,2.18,1.12,0.1719,2.2,1.121,1.09,1.71,5.08605,4.2,1.6505,0.695200166,0.269188706,0.007360183,0.701802721,0.269598028,8,4,96,30,48,77.04341,113.443295,226.88659,3,1.5,0.621621622,1.4,3.05,1.525,0.648648649,1.3,5.355,2.6775,0.359137056,5.05,2.525,3,1.5,0.621621622,1.4,2.03,1.015,0.549618321,1.18,10,5,2,18,9,12,9,4.5,3,4,2,2
1779,AsGd,As, Gd,2,0.98,1.17,0.0578,2.2,1.121,1.69,1.685,5.1431,4.2,1.6505,0.213450798,0.289811606,0.000834861,0.701802721,0.269598028,8,4,97,31,48.5,82.32841,116.085795,232.17159,2.95,1.475,0.638888889,1.3,2.81,1.405,0.745341615,0.82,5.325,2.6625,0.361892583,4.99,2.495,2.95,1.475,0.638888889,1.3,1.8,0.9,0.666666667,0.72,10,5,2,18,9,12,9,4.5,3,4,2,2
1780,AsTb,As, Tb,2,0.98,1.07,0.066,2.2,1.121,1.69,1.735,5.205,4.2,1.6505,0.213450798,0.248906399,0.001088407,0.701802721,0.269598028,8,4,98,32,49,84.00375,116.923465,233.84693,2.9,1.45,0.657142857,1.2,2.79,1.395,0.754716981,0.78,5.305,2.6525,0.363753213,4.95,2.475,2.9,1.45,0.657142857,1.2,1.9,0.95,0.610169492,0.92,10,5,2,18,9,12,9,4.5,3,4,2,2
1781,AsDy,As, Dy,2,0.96,1.12,0.1994,2.2,1.121,1.7,1.71,5.2717,4.2,1.6505,0.205784147,0.269188706,0.009890851,0.701802721,0.269598028,8,4,99,33,49.5,87.57841,118.710795,237.42159,2.9,1.45,0.657142857,1.2,2.79,1.395,0.754716981,0.78,5.085,2.5425,0.385558583,4.51,2.255,2.9,1.45,0.657142857,1.2,1.77,0.885,0.685714286,0.66,10,5,2,18,9,12,9,4.5,3,4,2,2
1782,AsHo,As, Ho,2,0.95,1.07,0.3423,2.2,1.121,1.705,1.735,5.34315,4.2,1.6505,0.201982698,0.248906399,0.028867461,0.701802721,0.269598028,8,4,100,34,50,90.00873,119.925955,239.85191,2.9,1.45,0.657142857,1.2,2.78,1.39,0.759493671,0.76,5.065,2.5325,0.387671233,4.47,2.235,2.9,1.45,0.657142857,1.2,1.76,0.88,0.692307692,0.64,10,5,2,18,9,12,9,4.5,3,4,2,2
1783,AsEr,As, Er,2,0.94,1.07,0.4949,2.2,1.121,1.71,1.735,5.41945,4.2,1.6505,0.198203144,0.248906399,0.059394538,0.701802721,0.269598028,8,4,101,35,50.5,92.33841,121.090795,242.18159,2.9,1.45,0.657142857,1.2,2.77,1.385,0.76433121,0.74,5.045,2.5225,0.389807163,4.43,2.215,2.9,1.45,0.657142857,1.2,1.75,0.875,0.699029126,0.62,10,5,2,18,9,12,9,4.5,3,4,2,2
1784,AsTm,As, Tm,2,0.93,1.07,0.6571,2.2,1.121,1.715,1.735,5.50055,4.2,1.6505,0.194445968,0.248906399,0.102323125,0.701802721,0.269598028,8,4,102,36,51,94.01262,121.9279,243.8558,2.9,1.45,0.657142857,1.2,2.76,1.38,0.769230769,0.72,5.015,2.5075,0.393055556,4.37,2.185,2.9,1.45,0.657142857,1.2,1.74,0.87,0.705882353,0.6,10,5,2,18,9,12,9,4.5,3,4,2,2
1785,AsYb,As, Yb,2,1.08,1.17,0.8289,2.2,1.121,1.64,1.685,5.58645,4.2,1.6505,0.252932697,0.289811606,0.157826141,0.701802721,0.269598028,8,4,103,37,51.5,98.11841,123.980795,247.96159,2.9,1.45,0.657142857,1.2,2.76,1.38,0.769230769,0.72,5.005,2.5025,0.394150418,4.35,2.175,2.9,1.45,0.657142857,1.2,1.85,0.925,0.637168142,0.82,10,5,2,18,9,12,9,4.5,3,4,2,2
1786,AsLu,As, Lu,2,0.91,1.07,1.0104,2.2,1.121,1.725,1.735,5.6772,4.2,1.6505,0.187000675,0.248906399,0.225259419,0.701802721,0.269598028,8,4,104,38,52,100.04541,124.944295,249.88859,2.9,1.45,0.657142857,1.2,2.76,1.38,0.769230769,0.72,4.785,2.3925,0.419881306,3.91,1.955,2.9,1.45,0.657142857,1.2,1.72,0.86,0.72,0.56,10,5,2,18,9,12,9,4.5,3,3,1.5,1
1801,SeSr,Se, Sr,2,1.6,1.41,2.4022,3.89,1.471,1.75,1.835,4.5599,3.945,1.6985,0.472707576,0.391662225,0.763697192,0.977246243,0.417811063,8,4,72,4,36,8.66,83.29,166.58,3.15,1.575,0.575,1.7,3.07,1.535,0.607329843,1.5,4.495,2.2475,0.400311526,3.85,1.925,3.15,1.575,0.575,1.7,1.88,0.94,0.424242424,1.52,9,4.5,1,18,9,14,9,4.5,5,1,0.5,1
1802,SeY,Se, Y,2,1.33,1.13,2.3567,2.7,1.314,1.885,1.975,4.58265,4.54,1.777,0.357394967,0.273287979,0.750552978,0.838378808,0.350562711,9,4.5,73,5,36.5,9.94585,83.932925,167.86585,2.95,1.475,0.638888889,1.3,2.78,1.39,0.716049383,0.92,4.225,2.1125,0.43707483,3.31,1.655,3,1.5,0.621621622,1.4,1.6,0.8,0.538461538,0.96,9,4.5,1,19,9.5,13,10,5,4,3,1.5,1
1810,SeAg,Se, Ag,3,0.62,1.47,1.9088,1.45,0.564,2.24,1.805,4.8066,5.165,2.152,0.091626826,0.417382851,0.597829584,0.408814242,0.076444146,17,8.5,81,13,40.5,28.9082,93.4141,186.8282,2.75,1.375,0.71875,0.9,2.5,1.25,0.865671642,0.36,3.66,1.83,0.541052632,2.18,1.09,2.75,1.375,0.71875,0.9,1.85,0.925,0.434108527,1.46,9,4.5,1,27,13.5,5,11,5.5,3,1,0.5,1
1811,SeCd,Se, Cd,3,0.86,1.14,1.8423,1.56,0.914,2.12,1.97,4.83985,5.11,1.977,0.168812602,0.27740039,0.57195088,0.455779074,0.188482234,18,9,82,14,41,33.451,95.6855,191.371,2.7,1.35,0.741935484,0.8,2.64,1.32,0.783783784,0.64,3.5,1.75,0.58013544,1.86,0.93,2.7,1.35,0.741935484,0.8,1.48,0.74,0.608695652,0.72,9,4.5,1,28,14,4,11,5.5,3,1,0.5,1
1818,SeBa,Se, Ba,2,1.66,1.46,1.2911,3.49,1.553,1.72,1.81,5.11545,4.145,1.6575,0.497871894,0.413099512,0.340804286,0.952404878,0.452806204,8,4,90,22,45,58.367,108.1435,216.287,3.3,1.65,0.534883721,2,3.14,1.57,0.585858586,1.64,4.687,2.3435,0.377718989,4.234,2.117,3.3,1.65,0.534883721,2,2.05,1.025,0.375838926,1.86,10,5,2,18,9,14,9,4.5,5,1,0.5,1
1819,SeLa,Se, La,2,1.45,1.19,1.2442,2.79,1.344,1.825,1.945,5.1389,4.495,1.762,0.408814242,0.298142579,0.320914616,0.857159263,0.363381052,9,4.5,91,23,45.5,59.9455,108.93275,217.8655,3.1,1.55,0.58974359,1.6,2.85,1.425,0.686390533,1.06,4.365,2.1825,0.417207792,3.59,1.795,3.1,1.55,0.58974359,1.6,1.92,0.96,0.411764706,1.6,10,5,2,19,9.5,13,10,5,4,3,1.5,1
1820,SeCe,Se, Ce,2,1.43,1.44,1.1876,2.79,1.344,1.835,1.82,5.1672,4.495,1.762,0.400239578,0.404527458,0.297140623,0.857159263,0.363381052,9,4.5,92,24,46,61.155,109.5375,219.075,3,1.5,0.621621622,1.4,2.81,1.405,0.703030303,0.98,5.785,2.8925,0.285555556,6.43,3.215,3,1.5,0.621621622,1.4,1.71,0.855,0.486956522,1.18,10,5,2,19,9.5,13,10,5,4,4,2,2
1821,SePr,Se, Pr,2,1.42,1.44,1.1215,2.79,1.344,1.84,1.82,5.20025,4.495,1.762,0.395951025,0.404527458,0.26980274,0.857159263,0.363381052,9,4.5,93,25,46.5,61.94765,109.933825,219.86765,3,1.5,0.621621622,1.4,2.81,1.405,0.703030303,0.98,5.765,2.8825,0.286830357,6.39,3.195,3,1.5,0.621621622,1.4,1.88,0.94,0.424242424,1.52,10,5,2,19,9.5,13,10,5,4,4,2,2
1822,SeNd,Se, Nd,2,1.41,1.34,1.0458,2.79,1.344,1.845,1.87,5.2381,4.495,1.762,0.391662225,0.361670072,0.239230159,0.857159263,0.363381052,9,4.5,94,26,47,65.28,111.6,223.2,3,1.5,0.621621622,1.4,3,1.5,0.630434783,1.36,5.275,2.6375,0.322055138,5.41,2.705,3,1.5,0.621621622,1.4,1.86,0.93,0.430769231,1.48,10,5,2,19,9.5,13,10,5,4,4,2,2
1824,SeSm,Se, Sm,2,1.38,1.34,0.8655,2.79,1.344,1.86,1.87,5.32825,4.495,1.762,0.378798641,0.361670072,0.170782308,0.857159263,0.363381052,9,4.5,96,28,48,71.4,114.66,229.32,3,1.5,0.621621622,1.4,2.78,1.39,0.716049383,0.92,5.425,2.7125,0.310386473,5.71,2.855,3,1.5,0.621621622,1.4,1.66,0.83,0.509090909,1.08,10,5,2,19,9.5,13,10,5,4,4,2,2
1825,SeEu,Se, Eu,2,2.55,1.39,0.7609,2.79,1.344,1.275,1.845,5.38055,4.495,1.762,0.803211356,0.3830856,0.134754678,0.857159263,0.363381052,9,4.5,97,29,48.5,73.005,115.4625,230.925,3,1.5,0.621621622,1.4,3.01,1.505,0.627027027,1.38,5.225,2.6125,0.326142132,5.31,2.655,3,1.5,0.621621622,1.4,1.87,0.935,0.427480916,1.5,10,5,2,19,9.5,13,10,5,4,4,2,2
1826,SeGd,Se, Gd,2,1.35,1.44,0.6468,2.79,1.344,1.875,1.82,5.4376,4.495,1.762,0.365948438,0.404527458,0.099304071,0.857159263,0.363381052,9,4.5,98,30,49,78.29,118.105,236.21,2.95,1.475,0.638888889,1.3,2.77,1.385,0.720496894,0.9,5.195,2.5975,0.328644501,5.25,2.625,2.95,1.475,0.638888889,1.3,1.64,0.82,0.518518519,1.04,10,5,2,19,9.5,13,10,5,4,4,2,2
1827,SeTb,Se, Tb,2,1.35,1.34,0.523,2.79,1.344,1.875,1.87,5.4995,4.495,1.762,0.365948438,0.361670072,0.066096579,0.857159263,0.363381052,9,4.5,99,31,49.5,79.96534,118.94267,237.88534,2.9,1.45,0.657142857,1.2,2.75,1.375,0.729559748,0.86,5.175,2.5875,0.33033419,5.21,2.605,2.9,1.45,0.657142857,1.2,1.74,0.87,0.474576271,1.24,10,5,2,19,9.5,13,10,5,4,4,2,2
1828,SeDy,Se, Dy,2,1.33,1.39,0.3896,2.79,1.344,1.885,1.845,5.5662,4.495,1.762,0.357394967,0.3830856,0.037236072,0.857159263,0.363381052,9,4.5,100,32,50,83.54,120.73,241.46,2.9,1.45,0.657142857,1.2,2.75,1.375,0.729559748,0.86,4.955,2.4775,0.35013624,4.77,2.385,2.9,1.45,0.657142857,1.2,1.61,0.805,0.533333333,0.98,10,5,2,19,9.5,13,10,5,4,4,2,2
1829,SeHo,Se, Ho,2,1.32,1.34,0.2467,2.79,1.344,1.89,1.87,5.63765,4.495,1.762,0.353123575,0.361670072,0.015100056,0.857159263,0.363381052,9,4.5,101,33,50.5,85.97032,121.94516,243.89032,2.9,1.45,0.657142857,1.2,2.74,1.37,0.734177215,0.84,4.935,2.4675,0.352054795,4.73,2.365,2.9,1.45,0.657142857,1.2,1.6,0.8,0.538461538,0.96,10,5,2,19,9.5,13,10,5,4,4,2,2
1830,SeEr,Se, Er,2,1.31,1.34,0.0941,2.79,1.344,1.895,1.87,5.71395,4.495,1.762,0.34885635,0.361670072,0.002211254,0.857159263,0.363381052,9,4.5,102,34,51,88.3,123.11,246.22,2.9,1.45,0.657142857,1.2,2.73,1.365,0.738853503,0.82,4.915,2.4575,0.35399449,4.69,2.345,2.9,1.45,0.657142857,1.2,1.59,0.795,0.54368932,0.94,10,5,2,19,9.5,13,10,5,4,4,2,2
1831,SeTm,Se, Tm,2,1.3,1.34,0.0681,2.79,1.344,1.9,1.87,5.79505,4.495,1.762,0.344593746,0.361670072,0.001158731,0.857159263,0.363381052,9,4.5,103,35,51.5,89.97421,123.947105,247.89421,2.9,1.45,0.657142857,1.2,2.72,1.36,0.743589744,0.8,4.885,2.4425,0.356944444,4.63,2.315,2.9,1.45,0.657142857,1.2,1.58,0.79,0.549019608,0.92,10,5,2,19,9.5,13,10,5,4,4,2,2
1832,SeYb,Se, Yb,2,1.45,1.44,0.2399,2.79,1.344,1.825,1.82,5.88095,4.495,1.762,0.408814242,0.404527458,0.01428499,0.857159263,0.363381052,9,4.5,104,36,52,94.08,126,252,2.9,1.45,0.657142857,1.2,2.72,1.36,0.743589744,0.8,4.875,2.4375,0.357938719,4.61,2.305,2.9,1.45,0.657142857,1.2,1.69,0.845,0.495575221,1.14,10,5,2,19,9.5,13,10,5,4,4,2,2
1833,SeLu,Se, Lu,2,1.28,1.34,0.4214,2.79,1.344,1.91,1.87,5.9717,4.495,1.762,0.336084237,0.361670072,0.043423477,0.857159263,0.363381052,9,4.5,105,37,52.5,96.007,126.9635,253.927,2.9,1.45,0.657142857,1.2,2.72,1.36,0.743589744,0.8,4.655,2.3275,0.381305638,4.17,2.085,2.9,1.45,0.657142857,1.2,1.56,0.78,0.56,0.88,10,5,2,19,9.5,13,10,5,4,3,1.5,1
1842,SeHg,Se, Hg,3,0.55,1.05,2.4859,0.98,0.674,2.275,2.015,7.00395,5.4,2.097,0.072836172,0.240902461,0.786672066,0.213450798,0.107357398,18,9,114,46,57,121.63,139.775,279.55,2.65,1.325,0.766666667,0.7,2.65,1.325,0.77852349,0.66,3.695,1.8475,0.533195021,2.25,1.125,2.65,1.325,0.766666667,0.7,1.39,0.695,0.674698795,0.54,10,5,2,28,14,4,11,5.5,3,3,1.5,1
1844,SePb,Se, Pb,2,0.75,0.62,1.0206,1.99,0.58,2.175,2.23,5.2507,4.895,2.144,0.131184944,0.091626826,0.229261467,0.628432598,0.080660682,10,5,116,48,58,128.24,143.08,286.16,2.95,1.475,0.638888889,1.3,2.63,1.315,0.789115646,0.62,3.375,1.6875,0.614832536,1.61,0.805,2.95,1.475,0.638888889,1.3,2.05,1.025,0.375838926,1.86,10,5,2,30,15,2,12,6,2,2,1,0
1846,BrRb,Br, Rb,2,2.14,2.03,3.2193,5.25,1.979,1.89,1.815,4.79825,4.965,1.6955,0.681744258,0.643073357,0.925052928,0.998982722,0.624354819,8,4,72,2,36,5.5638,82.6859,165.3718,3.5,1.75,0.489361702,2.4,3.3,1.65,0.527777778,2.04,5.3,2.65,0.292682927,5.8,2.9,3.5,1.75,0.489361702,2.4,3.48,1.74,0.912087912,0.32,9,4.5,1,18,9,16,9,4.5,7,1,0.5,1
